id;content
items/dio-inscriptions-raw/dio~di102-0181~1;"<sco>
    <!--ID der Inschrift:  sections-269476-->
    <!--ID des Inschriftenteils:  sections-285894-->
    <!--ID der Bearbeitung (Version):  sections-302268-->
    <sec>
      <par>
        <lno>P(ETRUS) B(AVEMANN) V(ERBUM) D(OMINI) M(ANET) I(N) E(TERNUM) T(EMPUS)<appnum id=""footnotes-appnum-dio-di102-0181-4"">4)</appnum> ANNO 1568</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0182~1;"<sco>
<!--ID der Inschrift:  sections-274957--><!--ID des Inschriftenteils:  sections-291621--><!--ID der Bearbeitung (Version):  sections-308041-->
<sec>
<snr>A</snr>
<par>
<lno> 1571</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269874--><!--ID des Inschriftenteils:  sections-286329--><!--ID der Bearbeitung (Version):  sections-302710-->
<sec>
<snr>B</snr>
<par>
<lno>H(ER) ˑ ARENT ˑ SWARTE ˑ H(ER) ˑ IOHAN ˑ SINNEKE ˑ MELCHER ˑ D<lig>AE</lig>NNEL ˑ HANS ˑ PAROW ˑ A(N)NO ˑ 1ˑ5ˑ90 ˑ</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0183~1;"<sco>
    <!--ID der Inschrift:  sections-279712-->
    <!--ID des Inschriftenteils:  sections-296556-->
    <!--ID der Bearbeitung (Version):  sections-313184-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Ima placent tamen altus eo Dea lubrica quid me </lno>
        <lin>Euehis ingratum Non tibi fido tamen</lin>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279713-->
    <!--ID des Inschriftenteils:  sections-296557-->
    <!--ID der Bearbeitung (Version):  sections-313185-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Inuitus patrii factus tetrarcha Senatus </lno>
        <lin>MELCHIOR aurata haec pocula<appnum id=""footnotes-appnum-dio-di102-0183-2"">2)</appnum> PRV̈TZE dedit </lin>
        <lno>Anno 1572</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0184~1;"<sco>
    <!--ID der Inschrift:  sections-269468-->
    <!--ID des Inschriftenteils:  sections-285886-->
    <!--ID der Bearbeitung (Version):  sections-302259-->
    <sec>
      <par>
        <lno>VERBVM . DOMINI . MANET . IN . AETERNVM<appnum id=""footnotes-appnum-dio-di102-0184-3"">3)</appnum> . 1572 .</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0185~1;"<sco>
    <!--ID der Inschrift:  sections-274875-->
    <!--ID des Inschriftenteils:  sections-291537-->
    <!--ID der Bearbeitung (Version):  sections-307958-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> I(ESUS) N(AZARENUS) R(EX) I(UDAEORUM)<appnum id=""footnotes-appnum-dio-di102-0185-5"">5)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269753-->
    <!--ID des Inschriftenteils:  sections-286208-->
    <!--ID der Bearbeitung (Version):  sections-302587-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>IESAIAS<appalpha id=""footnotes-appalpha-dio-di102-0185-a"">a)</appalpha> 53 CAPITTEL DE STRAF LIC[HT VP EM, VP DAT WI FRE]DE HEDDEN, ‎/ VNDE DVRCH SINE WVN[D]EN SINT WY [GEH]EL[ET]<appnum id=""footnotes-appnum-dio-di102-0185-6"">6)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269752-->
    <!--ID des Inschriftenteils:  sections-286207-->
    <!--ID der Bearbeitung (Version):  sections-302585-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>ABRAHAM GELÖVETE [DEN] HEREN VND(E) ‎/ DAT RE[CKNETE HE EM THOER GERECHTICHK]EIT<appnum id=""footnotes-appnum-dio-di102-0185-7"">7)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269754-->
    <!--ID des Inschriftenteils:  sections-286209-->
    <!--ID der Bearbeitung (Version):  sections-302589-->
    <sec>
      <snr>D</snr>
      <par>
        <lno>BETRACHT O LEVE MINSCH VND CHRIST, ‎/ </lno>
        <lno>WAT DISSES LEVENDES ENDE IST ˑ ‎/ </lno>
        <lno>NOMLICK EINS MOTEN DARVAN, ‎/ </lno>
        <lno>VND ALLES TIDLICK GVDT HIR LHAN ˑ ‎/ </lno>
        <lno><cnt>5</cnt>DARVM IST VP ERDT DE GROTSTE KVNST, ‎/ </lno>
        <lno>WETEN DAT MEN HEB GADES GVNST ˑ ‎/ </lno>
        <lno>VM DES HERN IESV CHRISTI WILN, ‎/ </lno>
        <lno>DE GOT DEN VADER HEFT DON STILN. ‎/ </lno>
        <lno>DE IN DEM GELOVEN VAN HIR VERT ˑ ‎/ </lno>
        <lno><cnt>10</cnt>THO DEM SICK GOT IN GNADEN KERT ˑ ‎/ </lno>
        <lno>EN VPNIMPT VOR SIN LEVE KINDT ˑ ‎/ </lno>
        <lno>IN HEMMEL DAR AL HILGEN SINDT ˑ ‎/ </lno>
        <lno>IN SOLKEM GELOVEN ENTSCHLAPEN IST ˑ ‎/ </lno>
        <lno>CORT MIDDEL-BORCH<appalpha id=""footnotes-appalpha-dio-di102-0185-b"">b)</appalpha> ALS EIN RECHT CHRIST ˑ ‎/ </lno>
        <lno><cnt>15</cnt>SIN OLDER FIFVNDSOSTIG WAR ˑ ‎/ </lno>
        <lno>DO MEN SCHREF 1572 IAR ˑ ‎/ </lno>
        <lno>DE 3 NOVEMBRIS<appalpha id=""footnotes-appalpha-dio-di102-0185-c"">c)</appalpha> DE LESTE DACH ˑ ‎/ </lno>
        <lno>SYNES ENDES WAS AN GROTE KLAG. ‎/ </lno>
        <lno>WENT SIN HERT VND SINN STVNDT. THO GOT. ‎/ </lno>
        <lno><cnt>20</cnt>DE EN DVRCH CHRIST ERLOST VT NODT. ‎/ </lno>
        <lno>DERHALVEN AN TWIVEL HE IST ˑ ‎/ </lno>
        <lno>BI GOD DEM HERN THO DISSER FRIST ˑ ‎/ </lno>
        <lno>GODT WOLD VNS ALLEN OCK GEVEN ˑ ‎/ </lno>
        <lno>NA DISSEM DAT FROWDENLEVEN.  </lno>
        <lno><cnt>25</cnt>AMEN.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269755-->
    <!--ID des Inschriftenteils:  sections-286210-->
    <!--ID der Bearbeitung (Version):  sections-302590-->
    <sec>
      <snr>E</snr>
      <par>
        <lno>IM FRED BIN [IC]K GEF[A]RE[N H]EN<appalpha id=""footnotes-appalpha-dio-di102-0185-d"">d)</appalpha> ‎/ </lno>
        <lno>WE[NT] MIN OGEN H[EBBE]N GESHEN ‎/ </lno>
        <lno>DIN HEILANDT ‎/ HER V[A]N D[Y BE]REIDT<appalpha id=""footnotes-appalpha-dio-di102-0185-e"">e)</appalpha> ‎/ </lno>
        <lno>[T]H[O]M LICHT DER GANZEN CHRI[S]TEN[HE]IT ‎/ </lno>
        <lno>INDES ‎/ [S]CHLA[P IC]K [S]A[C]HT I[N D]E[R ERD]T ‎/ </lno>
        <lno>BET [MI] CHR[IS]T VAM DODT ERWECK[N WERDT]</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0186~1;"<sco>
    <!--ID der Inschrift:  sections-275069-->
    <!--ID des Inschriftenteils:  sections-291742-->
    <!--ID der Bearbeitung (Version):  sections-308162-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> IOCHIMVS KETEL [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279651-->
    <!--ID des Inschriftenteils:  sections-296495-->
    <!--ID der Bearbeitung (Version):  sections-313123-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> M[A]RGARETA WESSELS VXOR ‎/ CARISSIMA OBIIT A<lig>NN</lig>O 1572 ‎/ DIE VIII AVG(VSTI)</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279653-->
    <!--ID des Inschriftenteils:  sections-296497-->
    <!--ID der Bearbeitung (Version):  sections-313125-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> [A]NNA STEN ˑ OBIIT ˑ A(NN)O [1588]<appalpha id=""footnotes-appalpha-dio-di102-0186-a"">a)</appalpha> ‎/ 23 ˑ MAII ˑ</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279652-->
    <!--ID des Inschriftenteils:  sections-296496-->
    <!--ID der Bearbeitung (Version):  sections-313124-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> Dieses Begräbniß Gehöret ‎/ M: BAGANTZ ‎/ N: GROOTIOHAN ‎/ und Jhren Erben ANNO 1745</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279654-->
    <!--ID des Inschriftenteils:  sections-296498-->
    <!--ID der Bearbeitung (Version):  sections-313126-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> C W</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0187~1;"<sco>
<!--ID der Inschrift:  sections-269592--><!--ID des Inschriftenteils:  sections-286043--><!--ID der Bearbeitung (Version):  sections-302420-->
<sec>
<snr>A</snr>
<par>
<lno>ˑ 1ˑ5ˑ7ˑ3 ˑ ‎/ S ˑ ‎// ˑ B </lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269593--><!--ID des Inschriftenteils:  sections-286044--><!--ID der Bearbeitung (Version):  sections-302421-->
<sec>
<snr>B</snr>
<par>
<lno>C I D R L G </lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269594--><!--ID des Inschriftenteils:  sections-286045--><!--ID der Bearbeitung (Version):  sections-302422-->
<sec>
<snr>C</snr>
<par>
<lno>IHESVS</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269595--><!--ID des Inschriftenteils:  sections-286046--><!--ID der Bearbeitung (Version):  sections-302423-->
<sec>
<snr>D</snr>
<par>
<lno>St: Jürgen ‎/ 32. loht.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0188~1;"<sco>
<!--ID der Inschrift:  sections-278390--><!--ID des Inschriftenteils:  sections-295180--><!--ID der Bearbeitung (Version):  sections-311708-->
<sec>
<par>
<lno> Effigies PHILIPPI MELANCHTHONIS ‎/ Jllustrissimi Ducis Pomerani<lig>ae</lig> ‎/ BARNIMI ˑ XI ˑ manu Sculpta. ‎/ Nat(us) Jlle Brett<lig>ae</lig> A(nno) C(hristi) 1497 ˑ ‎/ XVII ˑ Februar(ii) Denat(us) Wi=‎/teberg(ae) A(nno) C(hristi) 1560 XXIX. Aprilis</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0189~1;"<sco>
    <!--ID der Inschrift:  sections-269774-->
    <!--ID des Inschriftenteils:  sections-286229-->
    <!--ID der Bearbeitung (Version):  sections-302610-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>IVSˑTICIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274618-->
    <!--ID des Inschriftenteils:  sections-291241-->
    <!--ID der Bearbeitung (Version):  sections-307679-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> TEMPERANCIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274619-->
    <!--ID des Inschriftenteils:  sections-291242-->
    <!--ID der Bearbeitung (Version):  sections-307680-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> SPES</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269775-->
    <!--ID des Inschriftenteils:  sections-286230-->
    <!--ID der Bearbeitung (Version):  sections-302611-->
    <sec>
      <snr>D</snr>
      <par>
        <lno>DAT<appalpha id=""footnotes-appalpha-dio-di102-0189-a"">a)</appalpha> KEN KRAMER IST ‎/ DE BLIEF DA BUTEN ‎/ </lno>
        <lno>ODER ICK SCHLA EM UP ‎/ DE SCHNUTEN</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274975-->
    <!--ID des Inschriftenteils:  sections-291642-->
    <!--ID der Bearbeitung (Version):  sections-308062-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> GLAUBE</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274620-->
    <!--ID des Inschriftenteils:  sections-291243-->
    <!--ID der Bearbeitung (Version):  sections-307681-->
    <sec>
      <snr>F</snr>
      <par>
        <lno> IVSTICIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274621-->
    <!--ID des Inschriftenteils:  sections-291244-->
    <!--ID der Bearbeitung (Version):  sections-307682-->
    <sec>
      <snr>G</snr>
      <par>
        <lno> IOHANNES</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274622-->
    <!--ID des Inschriftenteils:  sections-291245-->
    <!--ID der Bearbeitung (Version):  sections-307683-->
    <sec>
      <snr>H</snr>
      <par>
        <lno> LVCAS</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274623-->
    <!--ID des Inschriftenteils:  sections-291246-->
    <!--ID der Bearbeitung (Version):  sections-307684-->
    <sec>
      <snr>I</snr>
      <par>
        <lno> SALVATER</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274624-->
    <!--ID des Inschriftenteils:  sections-291247-->
    <!--ID der Bearbeitung (Version):  sections-307685-->
    <sec>
      <snr>J</snr>
      <par>
        <lno> MARCVS</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274625-->
    <!--ID des Inschriftenteils:  sections-291248-->
    <!--ID der Bearbeitung (Version):  sections-307686-->
    <sec>
      <snr>K</snr>
      <par>
        <lno> MATHEVS</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274626-->
    <!--ID des Inschriftenteils:  sections-291249-->
    <!--ID der Bearbeitung (Version):  sections-307687-->
    <sec>
      <snr>L</snr>
      <par>
        <lno> IVSTI‎/CIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274627-->
    <!--ID des Inschriftenteils:  sections-291250-->
    <!--ID der Bearbeitung (Version):  sections-307688-->
    <sec>
      <snr>M</snr>
      <par>
        <lno> ⟨HOFFNUNG⟩</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274628-->
    <!--ID des Inschriftenteils:  sections-291251-->
    <!--ID der Bearbeitung (Version):  sections-307689-->
    <sec>
      <snr>N</snr>
      <par>
        <lno> PRVDENCIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274629-->
    <!--ID des Inschriftenteils:  sections-291252-->
    <!--ID der Bearbeitung (Version):  sections-307690-->
    <sec>
      <snr>O</snr>
      <par>
        <lno> FORTITVDO</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274630-->
    <!--ID des Inschriftenteils:  sections-291253-->
    <!--ID der Bearbeitung (Version):  sections-307691-->
    <sec>
      <snr>P</snr>
      <par>
        <lno> IVSTI‎/CIA</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274631-->
    <!--ID des Inschriftenteils:  sections-291254-->
    <!--ID der Bearbeitung (Version):  sections-307692-->
    <sec>
      <snr>Q</snr>
      <par>
        <lno>FIDES</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274632-->
    <!--ID des Inschriftenteils:  sections-291255-->
    <!--ID der Bearbeitung (Version):  sections-307693-->
    <sec>
      <snr>R</snr>
      <par>
        <lno> DE<appalpha id=""footnotes-appalpha-dio-di102-0189-b"">b)</appalpha> GEDVLT</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269776-->
    <!--ID des Inschriftenteils:  sections-286231-->
    <!--ID der Bearbeitung (Version):  sections-302612-->
    <sec>
      <snr>S</snr>
      <par>
        <lno>ANNO ˑ ‎// ˑ 1574</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269777-->
    <!--ID des Inschriftenteils:  sections-286232-->
    <!--ID der Bearbeitung (Version):  sections-302613-->
    <sec>
      <snr>T</snr>
      <par>
        <lno>DIT ˑ IS ˑ DER ˑ KRAME[R] ˑ ER STO[E]LTE ˑ</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0190~1;"<sco>
    <!--ID der Inschrift:  sections-269935-->
    <!--ID des Inschriftenteils:  sections-286397-->
    <!--ID der Bearbeitung (Version):  sections-302781-->
    <sec>
      <par>
        <lno>NICOLAVS IENTZKOV. J(URIS) U(TRIUSQUE) D(OCTOR) <lig>AE</lig>TATIS. SV<lig>AE</lig>. 73. ‎/ Cons(ul) J. S. T.<appalpha id=""footnotes-appalpha-dio-di102-0190-a"">a)</appalpha> Sindicus. 1575. ‎/ Civitat(is) Stralsundt:</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0191~1;"<sco>
    <!--ID der Inschrift:  sections-275234-->
    <!--ID des Inschriftenteils:  sections-291907-->
    <!--ID der Bearbeitung (Version):  sections-308327-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –] ‎/ 1575</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279686-->
    <!--ID des Inschriftenteils:  sections-296530-->
    <!--ID der Bearbeitung (Version):  sections-313158-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> 1[..]<appalpha id=""footnotes-appalpha-dio-di102-0191-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279685-->
    <!--ID des Inschriftenteils:  sections-296529-->
    <!--ID der Bearbeitung (Version):  sections-313157-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> 105</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0192~1;"<sco>
<!--ID der Inschrift:  sections-269872--><!--ID des Inschriftenteils:  sections-286327--><!--ID der Bearbeitung (Version):  sections-302708-->
<sec>
<par>
<lno>CASPER ‎// STOLER 15ˑ75</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0193~1;"<sco>
    <!--ID der Inschrift:  sections-269554-->
    <!--ID des Inschriftenteils:  sections-286002-->
    <!--ID der Bearbeitung (Version):  sections-302379-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>D(eo) O(ptimo) M(aximo) S(acrum) Samuele Caloandro viro opt(imo) (et)<appalpha id=""footnotes-appalpha-dio-di102-0193-a"">a)</appalpha> doctiss(imo) huius Ecclesiae pastore (et) R(everendo) V(iro) Ioanne Sumingo eiusdem collega procurantibus Simone Toelemanno (et) Michaele Stanekio huius rei pub(licae) Senatoribus benemerentib(us) (et) Matthaeo Derhegero ac Ioachimo Lemmichio ciuib(us) integerr(imis) organum hoc pneumaticu(m) venti (et) tactus ministerio harmoniam edens suauissimam in laudem sacrosanctae (et) indiuiduae Trinitatis concinnatum (et) extructum est Anno (et)c<appalpha id=""footnotes-appalpha-dio-di102-0193-b"">b)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269555-->
    <!--ID des Inschriftenteils:  sections-286003-->
    <!--ID der Bearbeitung (Version):  sections-302380-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Tu si muta sonant<appalpha id=""footnotes-appalpha-dio-di102-0193-c"">c)</appalpha> summu(m) instrumenta tonantem  </lno>
        <lin>Sis memor officii viuida lingua tui</lin>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0194~1;"<sco>
    <!--ID der Inschrift:  sections-269286-->
    <!--ID des Inschriftenteils:  sections-285704-->
    <!--ID der Bearbeitung (Version):  sections-302158-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Epitaphium Piae honestaeq(ue) Matronae Annae coniugis D(omi)n(i) Balthasaris Bruns Proconsulis Sundensis quae obdormiuit in Christo<appalpha id=""footnotes-appalpha-dio-di102-0194-a"">a)</appalpha> Anno 1569 primo Februarii inter 8 et 9 matutinam</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-278509-->
    <!--ID des Inschriftenteils:  sections-295316-->
    <!--ID der Bearbeitung (Version):  sections-311841-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> Dat Gesetz is dorch Mosen gegeuen de Gnade und Warheit is dorch Jesum Christum<appalpha id=""footnotes-appalpha-dio-di102-0194-b"">b)</appalpha> geworden<appnum id=""footnotes-appnum-dio-di102-0194-2"">2)</appnum></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269287-->
    <!--ID des Inschriftenteils:  sections-285705-->
    <!--ID der Bearbeitung (Version):  sections-302159-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>ANNAE GRVBBEAE faciem dilecte Viator</lno>
        <lin>Commonstrat praesens picta tabella Tibi</lin>
        <lno>BALTHASARIS BRVNS haecce fuit Proconsulis vxor</lno>
        <lin>Sex gnatos gnatas tres tulit illa<appalpha id=""footnotes-appalpha-dio-di102-0194-c"">c)</appalpha> viro</lin>
        <lno><cnt>5</cnt>Viuens in terris mulierum forma bonarum</lno>
        <lin>Exstitit et coluit cum pietate DEVM</lin>
        <lno>Haec fuit et prudens mansueta pudica modesta</lno>
        <lin>Moribus ornatis praedita casta pia</lin>
        <lno>Nunc domini fruitur conspectu colloquioque</lno>
        <lin><cnt>10</cnt>Dicit ei summo carmina grata DEO</lin>
        <lno>Tam felix est in Christum quae credidit vnum</lno>
        <lin>Nos simili serua Christe benigne fide</lin>
        <lno>ANNAE quam cernis coniunctam MARGARIS haec est</lno>
        <lin>MELLENTINS mulier casta modesta pia</lin>
        <lno><cnt>15</cnt>Hanc sibi Proconsul coniunxit foedere sacro </lno>
        <lin>Post tristem primae coniugis interitum</lin>
        <lno>E. H. F.<appalpha id=""footnotes-appalpha-dio-di102-0194-d"">d)</appalpha></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0195~1;"<sco>
<!--ID der Inschrift:  sections-269698--><!--ID des Inschriftenteils:  sections-286149--><!--ID der Bearbeitung (Version):  sections-302527-->
<sec>
<snr>A</snr>
<par>
<lno>H ‎// P </lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269699--><!--ID des Inschriftenteils:  sections-286150--><!--ID der Bearbeitung (Version):  sections-302528-->
<sec>
<snr>B</snr>
<par>
<lno>1576</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0196~1;"<sco>
    <!--ID der Inschrift:  sections-269871-->
    <!--ID des Inschriftenteils:  sections-286326-->
    <!--ID der Bearbeitung (Version):  sections-302707-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>ˑ LORENS ˑ LADEWICH ˑ MIHI<appalpha id=""footnotes-appalpha-dio-di102-0196-a"">a)</appalpha> ˑ DEDIT : ANNO ˑ 1ˑ5ˑ7ˑ8</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274956-->
    <!--ID des Inschriftenteils:  sections-291620-->
    <!--ID der Bearbeitung (Version):  sections-308040-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> DANIEL ‎/ BOLTE ‎/ GRIP‎/SWOLT</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0197~1;"<sco>
    <!--ID der Inschrift:  sections-269550-->
    <!--ID des Inschriftenteils:  sections-285998-->
    <!--ID der Bearbeitung (Version):  sections-302375-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>MEMORIAE M(agistri) Samuelis Calandri huius Eccles(iae) past(oris) non lingua tantum (et)<appalpha id=""footnotes-appalpha-dio-di102-0197-a"">a)</appalpha> veste sed animo (et) vita vere Theologi paternoq(ue) erga auditores (et) sincero erga omnes affectu (et) sapientiae eloquentiaeque Christian<lig>ae</lig> zelo praestantiss(imi) qui vt antea ita in peste quoque aliis inseruiens seipsum consumens cum omnium bonorum moerore (et) desiderio ad meliora est sublatus In spem certissimae resurrectionis vxor cariss(imo) marito liberi opt(imo) parenti cum lacrymis vberrimis P(ie) P(osuerunt) Obiit ann(o) M D XXC<appalpha id=""footnotes-appalpha-dio-di102-0197-b"">b)</appalpha> mens(is) Septembr(is) die XX inter XI (et) XII pomeridi(anam) Aetatis XL Offic(ii) XVII</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269551-->
    <!--ID des Inschriftenteils:  sections-285999-->
    <!--ID der Bearbeitung (Version):  sections-302376-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>Inueni portum dum tu iactaris in alto </lno>
        <lin>Euentu vt simili fac tua nauis eat</lin>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0198~1;"<sco>
    <!--ID der Inschrift:  sections-274945-->
    <!--ID des Inschriftenteils:  sections-291611-->
    <!--ID der Bearbeitung (Version):  sections-308031-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> I ‎/ II ‎/ III ‎/ IV ‎/ V ‎// [V]I<appalpha id=""footnotes-appalpha-dio-di102-0198-a"">a)</appalpha> ‎/ VII ‎/ VIII ‎/ IX ‎/ X</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269736-->
    <!--ID des Inschriftenteils:  sections-286191-->
    <!--ID der Bearbeitung (Version):  sections-302569-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>D(OMI)NO PETRO BAVEMANNO ‎/ REIPUBL(ICAE) SVNDENSIS PRIMARIO SENATORI ANNO<appalpha id=""footnotes-appalpha-dio-di102-0198-b"">b)</appalpha> 1580 DIE 8 FEBRVAR(II) ET MATRONAE HONORATIS-‎/SIMAE, MARGARITAE MEŸERS, CONIVGI EIVS DILECTISSIMAE ANN(O) 1577. DIE 28 JULII. ‎/ PIE AC<appalpha id=""footnotes-appalpha-dio-di102-0198-c"">c)</appalpha> PLACIDE HAC IN TERRIS VITA DEFVNCTIS<appalpha id=""footnotes-appalpha-dio-di102-0198-d"">d)</appalpha> .   </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-274874-->
    <!--ID des Inschriftenteils:  sections-291536-->
    <!--ID der Bearbeitung (Version):  sections-307957-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>QVIS SITVS HIC? BAVEMANN QVAE CIRCVM FEMINA? VIRTVS. ‎/</lno>
        <lin>QVAE COMES HVIC? SANCTA RELLIGIO FACIE. ‎/</lin>
        <lno>E LATERE ADVERSO QVAENAM? PRVDENTIA SOLERS. ‎/</lno>
        <lin>QVAE TRES ASSISTVNT HVIC PROPE? TRES CHARITES ‎/</lin>
        <lno>VIRTVS RELLIGIO, CHARITES, PRVDENTIA, TRISTI ‎/ </lno>
        <lin>SVBLATVM FATO TE, BAVE-‎/MANNE DOLENT<appalpha id=""footnotes-appalpha-dio-di102-0198-e"">e)</appalpha> : </lin>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0199~1;"<sco>
<!--ID der Inschrift:  sections-275107--><!--ID des Inschriftenteils:  sections-291780--><!--ID der Bearbeitung (Version):  sections-308200-->
<sec>
<par>
<lno> GORGEN STEN ‎/ VNDE SINE ERVEN ‎/ 1580</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0200~1;"<sco>
    <!--ID der Inschrift:  sections-269575-->
    <!--ID des Inschriftenteils:  sections-286026-->
    <!--ID der Bearbeitung (Version):  sections-302403-->
    <sec>
      <par>
        <lno>ANNOˑ <lig>AE</lig>TATIS<appalpha id=""footnotes-appalpha-dio-di102-0200-a"">a)</appalpha>. 31. ‎/ Anno. 1580</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0201~1;"<sco>
    <!--ID der Inschrift:  sections-279536-->
    <!--ID des Inschriftenteils:  sections-296373-->
    <!--ID der Bearbeitung (Version):  sections-312997-->
    <sec>
      <par>
        <lno> N(AZARENUS) I(ESUS)<appalpha id=""footnotes-appalpha-dio-di102-0201-a"">a)</appalpha> R(EX) I(UDAEORUM)<appnum id=""footnotes-appnum-dio-di102-0201-2"">2)</appnum></lno>
      </par>
    </sec>
  </sco>"
